#Table1
class,subclass,oiii_5007_flux,h_beta_flux,h_alpha_flux,nii_6584_flux
GALAXY,AGN BROADLINE,309.1106,137.2274,503.8937,414.9007
GALAXY,BROADLINE,78.77563,59.15803,166.2006,225.5064
GALAXY,,11.62834,14.46296,61.29594,5.591499
GALAXY,STARFORMING,1194.544,703.7169,2329.86,1132.153
GALAXY,BROADLINE,59.50345,39.30141,130.3235,215.949
GALAXY,,27.63181,15.43015,70.26985,90.45314
GALAXY,BROADLINE,208.303,129.9215,350.3691,427.3832
GALAXY,STARBURST,1805.494,1681.112,5893.5,1230.225
GALAXY,,15.40443,0.6169455,9.125056,18.83256
GALAXY,,77.28993,42.41566,103.8856,101.984
GALAXY,BROADLINE,237.0729,105.323,421.8096,853.8271
GALAXY,,143.0314,41.55226,116.3248,214.0062
GALAXY,,24.68741,9.635892,22.56352,12.34917
GALAXY,STARFORMING,437.3204,1002.564,4913.259,2648.526
GALAXY,STARBURST,1089.727,1269.294,5012.029,1316.82
GALAXY,STARFORMING,56.02723,142.3694,586.373,383.2055
GALAXY,BROADLINE,129.744,98.65329,229.9612,283.5407
GALAXY,BROADLINE,139.4703,67.63275,209.7748,269.8815
GALAXY,AGN,227.045,101.6601,382.3579,382.7119
GALAXY,STARFORMING BROADLINE,206.2968,264.9871,984.5306,639.049
GALAXY,AGN BROADLINE,3702.728,760.3801,4460.755,4816.731
GALAXY,AGN,588.5667,162.1736,689.5848,541.9671
GALAXY,STARFORMING,50.42423,112.6786,473.5976,221.2122
GALAXY,STARBURST,1912.046,1983.003,7827.047,2071.592
GALAXY,STARBURST,6074.062,3250.791,10285.94,1743.394
GALAXY,BROADLINE,86.26253,34.21094,161.7881,177.5875
GALAXY,STARBURST,1747.754,1590.645,6157.592,1430.799
GALAXY,AGN BROADLINE,118.9922,66.30856,313.6648,444.3672
GALAXY,,34.65432,5.468875,20.13763,8.708224
GALAXY,,28.97163,11.70842,34.45955,53.88734
GALAXY,STARFORMING,131.0208,379.5331,2319.945,1099.545
GALAXY,BROADLINE,32.9788,22.95886,22.94476,23.4162
GALAXY,BROADLINE,61.03,38.45169,88.22795,84.88641
GALAXY,AGN BROADLINE,2533.271,1124.234,4484.596,5424.823
GALAXY,STARFORMING,285.2198,1184.96,4815.82,2125.447
GALAXY,STARBURST,165.9937,1454.864,7645.03,3082.557
GALAXY,STARBURST,185.2964,1503.791,5445.538,3524.158
GALAXY,,77.5434,29.52638,110.1825,139.9631
GALAXY,BROADLINE,71.71195,67.71734,214.9987,216.733
GALAXY,STARBURST,3576.736,3131.999,14658.14,6027.313
GALAXY,BROADLINE,52.71618,108.1283,539.2323,281.6805
GALAXY,BROADLINE,9.303879,4.72622,36.87572,1.882925
GALAXY,AGN,518.0255,208.1822,802.7048,1283.605
GALAXY,BROADLINE,209.6822,11.32106,49.56865,97.07619
GALAXY,BROADLINE,50.58071,76.73728,323.3768,248.5654
GALAXY,,21.14632,66.29008,125.8053,18.69123
GALAXY,,16.77409,26.03171,104.5102,36.26093
GALAXY,AGN BROADLINE,124.6991,148.1255,854.4304,658.5085
GALAXY,STARBURST,18090.39,6055.725,18303.38,1406.264
GALAXY,,47.35479,13.42694,80.80819,78.63659
GALAXY,,45.63188,21.54366,84.10217,55.04542
GALAXY,,37.99915,13.37025,23.5131,32.91954
GALAXY,,31.20722,26.81811,46.23637,62.46697
GALAXY,,33.23483,67.97672,204.4795,154.8549
GALAXY,BROADLINE,137.6838,53.41529,211.0105,387.6001
GALAXY,BROADLINE,76.16623,40.19598,164.9602,193.3757
GALAXY,BROADLINE,80.87791,54.23932,167.6142,272.1594
GALAXY,BROADLINE,49.40434,27.46729,82.03693,162.226
GALAXY,STARFORMING,1056.125,547.9821,2757.45,1791.251
GALAXY,STARBURST,5955.773,5045.405,20515.44,3280.528
GALAXY,AGN BROADLINE,101.2242,64.67158,198.5811,200.3587
GALAXY,AGN,348.8553,93.16865,356.2196,398.4602
GALAXY,STARBURST,240.6829,794.4638,2901.117,1352.651
GALAXY,STARFORMING,64.46188,128.47,517.2263,252.1562
GALAXY,,1.175815,28.97903,21.66572,1.294553
GALAXY,BROADLINE,111.1376,58.32586,161.0728,128.6146
GALAXY,STARFORMING,324.1389,589.4449,2299.229,1348.496
GALAXY,,48.74147,15.41544,61.70046,52.7136
GALAXY,,12.36115,12.43744,32.48825,31.20827
GALAXY,BROADLINE,128.5184,95.04176,346.5287,429.9887
GALAXY,STARBURST,1133.017,754.8333,2355.37,391.5725
GALAXY,STARFORMING,87.40623,200.7558,758.567,234.8429
GALAXY,STARBURST,210.1498,663.3504,2765.524,1449.795
GALAXY,STARFORMING BROADLINE,163.1563,212.0451,859.5497,622.0557
GALAXY,,52.2361,9.497916,35.45769,43.59959
GALAXY,STARBURST,599.4363,607.5152,2917.169,1620.505
GALAXY,,2.481043,38.96101,85.21279,2.717154
GALAXY,BROADLINE,72.08594,34.48525,41.25274,43.40674
GALAXY,AGN BROADLINE,503.1044,322.9061,744.0453,874.8703
GALAXY,BROADLINE,31.9018,103.7708,488.7152,173.7966
GALAXY,AGN,8187.16,1325.873,5324.914,4272.667
GALAXY,BROADLINE,422.3838,72.25724,166.2164,167.7037
GALAXY,,83.06089,44.1208,97.21618,74.62664
GALAXY,BROADLINE,63.08224,20.32691,65.04338,76.72047
GALAXY,BROADLINE,44.89263,79.70309,197.6471,146.7658
GALAXY,AGN,113.2301,78.85376,300.3574,227.9519
GALAXY,BROADLINE,112.1766,35.78934,127.6726,164.5824
GALAXY,STARBURST,375.864,575.6002,2068.504,593.111
GALAXY,STARBURST BROADLINE,2376.487,2254.908,7951.86,4753.038
GALAXY,BROADLINE,133.5058,60.168,453.1498,666.3714
GALAXY,,14.13972,15.06047,51.31093,5.844848
GALAXY,STARFORMING BROADLINE,92.66433,203.3089,980.7279,586.5858
GALAXY,,28.78174,15.33744,33.83389,41.55152
GALAXY,,53.57397,25.44228,60.43827,67.52431
GALAXY,BROADLINE,69.74961,27.47525,23.27086,61.82092
GALAXY,,19.68238,24.20515,30.08715,48.04324
GALAXY,BROADLINE,43.0935,25.84581,24.27746,61.91333
GALAXY,BROADLINE,44.30309,19.25129,45.91686,64.70358
GALAXY,,40.31791,30.52315,129.983,115.3744
GALAXY,AGN,357.2132,101.4011,366.2432,409.1099
GALAXY,,34.62104,13.20074,25.09818,30.43781
GALAXY,STARFORMING,84.33503,360.2154,1589.32,627.2377
GALAXY,BROADLINE,43.97217,12.61013,41.71922,89.82848
GALAXY,STARBURST,2055.715,762.2938,2218.36,205.7148
GALAXY,BROADLINE,89.32164,69.05942,160.5826,85.62514
GALAXY,,27.88681,10.21612,21.40541,46.23797
GALAXY,,22.52337,3.56704,10.69162,66.79684
GALAXY,,21.82604,6.349836,25.89411,31.26628
GALAXY,STARBURST,2969.591,4203.848,16946.53,8326.551
GALAXY,BROADLINE,64.76543,16.13037,66.61278,69.16698
GALAXY,STARFORMING,77.36827,133.1039,677.5945,444.0481
GALAXY,BROADLINE,65.63897,66.6058,155.6277,187.5968
GALAXY,BROADLINE,505.7034,127.7487,423.9428,580.7912
GALAXY,STARBURST,4662.001,2019.77,6348.095,766.4092
GALAXY,AGN BROADLINE,250.9652,94.06337,329.6029,257.9494
GALAXY,,123.3203,63.71803,185.8449,249.4008
GALAXY,STARBURST,1271.243,1636.342,6149.114,2882.77
GALAXY,STARFORMING BROADLINE,74.1441,170.5236,714.7249,393.6058
GALAXY,,36.44352,25.22934,80.27848,90.78745
GALAXY,BROADLINE,73.53744,49.76458,388.5344,706.5307
GALAXY,BROADLINE,9.832212,5.81984,22.42201,65.88443
GALAXY,BROADLINE,19.40771,13.77092,20.80046,31.75601
GALAXY,BROADLINE,36.38027,4.811438,29.04902,28.98203
GALAXY,,58.81107,37.61586,105.2566,122.8866
GALAXY,BROADLINE,73.96794,45.83487,179.2886,229.0562
GALAXY,AGN,2297.143,347.0775,1482.961,1050.356
GALAXY,,28.73758,16.42333,54.85371,21.61541
GALAXY,BROADLINE,184.1254,77.00825,250.1758,313.8684
GALAXY,BROADLINE,144.2286,73.00336,257.7723,319.3564
GALAXY,STARBURST,1533.011,749.3788,2399.174,395.547
GALAXY,,20.99174,21.76469,37.5154,28.81754
GALAXY,AGN,109.7094,73.4275,221.9537,351.4519
GALAXY,BROADLINE,25.02789,56.43784,338.7509,173.5035
GALAXY,BROADLINE,39.23356,22.68861,76.60703,81.91714
GALAXY,STARBURST,1704.267,2891.352,9654.487,3322.639
GALAXY,BROADLINE,73.50528,32.34181,73.85476,82.20657
GALAXY,BROADLINE,30.09905,19.74608,97.4052,103.6315
GALAXY,STARFORMING,61.82277,372.3912,1385.206,579.8856
GALAXY,STARFORMING,315.4085,275.602,988.5997,328.0672
GALAXY,STARBURST,577.4553,1254.602,4352.196,2210.942
GALAXY,BROADLINE,34.37462,30.09818,116.7162,134.4464
GALAXY,,64.88194,33.70513,82.95499,86.76595
GALAXY,,3.398172,3.880432,9.40657,3.30879
GALAXY,STARBURST,74.01881,421.1026,2087.071,851.6698
GALAXY,BROADLINE,52.9028,20.21087,96.73683,81.42072
GALAXY,STARFORMING,107.8025,645.3887,2591.967,1103.613
GALAXY,AGN BROADLINE,235.1591,157.5915,342.1269,294.4908
GALAXY,AGN BROADLINE,258.7959,151.3136,532.2633,690.7801
GALAXY,STARFORMING,551.1152,983.1473,4874.08,2755.903
GALAXY,AGN BROADLINE,102.8968,136.8257,298.2502,321.0902
GALAXY,STARBURST,297.5076,423.8577,1410.137,362.0918
GALAXY,BROADLINE,102.4244,31.05786,96.0279,95.61901
GALAXY,STARFORMING,173.1686,519.1756,2519.285,1085.802
GALAXY,BROADLINE,75.82119,46.22004,38.25085,49.97713
GALAXY,STARFORMING,30.58275,68.42738,210.9858,107.1473
GALAXY,BROADLINE,104.7734,56.22433,210.4958,246.3037
GALAXY,,24484.28,14679.14,2.757685E+07,9508.756
GALAXY,,94.63035,26.16802,61.48389,81.2946
GALAXY,STARFORMING,150.7026,207.0633,988.1898,435.4819
GALAXY,STARFORMING,1149.665,710.8599,2975.852,2133.057
GALAXY,BROADLINE,82.35448,47.1052,132.9757,155.6305
GALAXY,,18.51575,9.772165,18.6134,20.4814
GALAXY,STARFORMING,166.6609,857.9213,5290.103,2642.285
GALAXY,BROADLINE,52.93981,36.53101,109.7757,117.3895
GALAXY,BROADLINE,142.616,56.17383,240.4028,329.9475
GALAXY,BROADLINE,43.53493,4.23858,44.22783,55.41336
GALAXY,STARBURST,460.6145,1765.048,13217.05,7286.8
GALAXY,,38.48646,6.505311,28.56,36.43709
GALAXY,,47.99036,15.23204,40.03334,52.94372
GALAXY,,50.19326,18.19804,16.40978,98.7683
GALAXY,,62.42358,66.23161,96.20013,49.91269
GALAXY,,38.3118,8.183015,12.07629,57.50616
GALAXY,BROADLINE,67.17468,15.62148,36.81184,36.79929
GALAXY,STARBURST,1502.679,2032.06,7346.167,1604.599
GALAXY,STARFORMING,106.7201,451.0143,3397.34,2429.063
GALAXY,,29.26341,18.58778,36.64007,14.01297
GALAXY,,24.65134,12.32618,39.96075,45.25684
GALAXY,AGN,43.00637,49.00265,268.0405,288.0701
GALAXY,STARFORMING,4497.978,830.3254,2613.398,594.0681
GALAXY,BROADLINE,45.80608,24.40679,95.68777,83.46696
GALAXY,STARFORMING BROADLINE,68.33032,145.7529,575.3583,388.0303
GALAXY,,4.311696,2.142209,14.98047,3.803258
GALAXY,,137.7446,57.63299,142.369,226.7022
GALAXY,STARBURST,7271.119,1768.915,4717.712,338.3695
GALAXY,BROADLINE,46.89723,14.60981,50.47921,22.97082
GALAXY,AGN BROADLINE,197.7986,133.17,356.8911,242.5154
GALAXY,BROADLINE,22.0299,22.73738,59.57956,63.87945
GALAXY,STARFORMING,60.79649,294.4742,1228.359,431.5605
GALAXY,,8.885421,33.62608,64.64287,12.73114
GALAXY,,22.83082,4.20086,35.90671,51.83892
GALAXY,BROADLINE,169.5083,61.83147,206.6187,178.2786
GALAXY,AGN BROADLINE,195.5715,114.9784,391.0006,408.2613
GALAXY,BROADLINE,132.0547,63.95876,169.2926,254.7631
GALAXY,BROADLINE,67.93123,33.7346,110.757,140.0918
GALAXY,BROADLINE,73.78905,30.58701,78.75291,72.17674
GALAXY,STARBURST,297.0784,985.0577,3830.594,1592.368
GALAXY,BROADLINE,63.11298,31.16889,95.95247,114.6861
GALAXY,BROADLINE,174.1039,105.3464,197.7394,204.1462
GALAXY,STARFORMING,115.0336,214.2984,781.4837,322.2542
GALAXY,STARFORMING,41.67574,94.03584,314.4588,153.0956
GALAXY,STARBURST,11558.62,3412.249,10021.19,880.2357
GALAXY,BROADLINE,39.61546,23.39247,51.15091,86.50161
GALAXY,BROADLINE,244.1948,81.53497,261.6507,445.3258
GALAXY,STARFORMING,103.2341,374.0042,1796.589,841.0414
GALAXY,BROADLINE,150.9112,92.8986,232.3506,287.5901
GALAXY,,132.6077,61.00811,143.8381,226.517
GALAXY,STARFORMING,71.18873,92.03091,457.5656,270.8259
GALAXY,BROADLINE,116.2104,62.44405,227.8456,271.7705
GALAXY,STARBURST,12019.25,3700.566,10814.36,682.8312
GALAXY,,36.82286,16.10852,54.61406,65.2184
GALAXY,STARBURST,79.32989,278.8569,1371.912,518.6341
GALAXY,STARFORMING,310.7816,426.4989,2201.068,1219.182
GALAXY,AGN,1585.921,293.4624,1090.344,716.5037
GALAXY,STARFORMING,110.8449,310.544,1349.172,809.4822
GALAXY,STARFORMING BROADLINE,53.59435,209.088,890.1371,420.8114
GALAXY,,47.84224,23.28896,39.92941,60.25204
GALAXY,AGN,98.02604,91.74318,436.732,474.3304
GALAXY,,48.61465,15.67251,83.26853,109.7895
GALAXY,,63.65649,11.21918,43.55088,41.46568
GALAXY,AGN BROADLINE,200.5896,217.6756,946.1257,667.1895
GALAXY,STARFORMING,95.08416,167.6909,1111.834,726.9317
GALAXY,STARFORMING,45.40165,201.4609,835.7939,362.7391
GALAXY,,25.7137,14.50603,45.11355,59.13488
GALAXY,BROADLINE,160.4356,62.97937,220.1904,292.3961
GALAXY,BROADLINE,48.4282,29.39003,105.8112,109.3471
GALAXY,BROADLINE,42.1661,2.619115,25.36753,52.37869
GALAXY,BROADLINE,50.15868,24.75976,39.85805,37.33494
GALAXY,STARFORMING,95.73929,464.6168,2202.99,1139.376
GALAXY,STARFORMING,79.64045,527.2005,2903.611,2446.315
GALAXY,BROADLINE,93.07463,116.516,517.9783,368.8078
GALAXY,STARBURST,5155.159,2888.22,9116.758,1258.65
GALAXY,BROADLINE,141.2283,88.41828,276.3123,321.8531
GALAXY,STARFORMING,103.2959,132.2756,545.1429,248.8441
GALAXY,,76.60254,37.2924,109.4919,122.6909
GALAXY,STARBURST,642.9219,2184.1,13121.21,7064.974
GALAXY,,10.23213,12.4884,29.48693,9.434148
GALAXY,BROADLINE,16.00301,26.8974,75.5291,53.52026
GALAXY,,33.45747,25.31402,33.14663,101.5188
GALAXY,,23.2134,13.11416,59.29205,50.95547
GALAXY,,21.95853,9.26063,16.23563,25.43796
GALAXY,STARBURST,2445.955,1525.941,5174.51,977.621
GALAXY,,3.132972,4.254097,20.43634,6.312212
GALAXY,,30.16431,22.5489,87.16113,87.14703
GALAXY,STARBURST,3969.851,5687.946,20359.51,4030.301
GALAXY,STARFORMING,221.0712,612.0125,2261.605,845.0268
GALAXY,STARFORMING,651.6702,1229.198,5252.368,2561.213
GALAXY,,17.75593,7.000379,19.11512,26.67595
GALAXY,STARBURST,1583.726,2112.095,9728.388,3436.171
GALAXY,BROADLINE,67.58727,42.9437,155.4984,206.7797
GALAXY,AGN BROADLINE,136.7156,96.11385,237.8793,140.4308
GALAXY,,219.0955,126.6017,227.23,252.9011
GALAXY,BROADLINE,53.85551,64.74944,279.4084,168.1613
GALAXY,STARBURST,506.8737,1787.554,7713.12,4048.196
GALAXY,BROADLINE,36.95884,23.17088,140.9676,185.3876
GALAXY,AGN,4479.838,390.6733,1518.775,2631.448
GALAXY,AGN BROADLINE,264.012,112.2537,325.2346,467.2952
GALAXY,STARFORMING,17.28399,53.43709,214.4441,95.29166
GALAXY,STARBURST,348.8607,1051.751,4677.088,1923.482
GALAXY,AGN,3420.081,819.0651,3599.817,3484.113
GALAXY,STARBURST,856.356,662.8353,3118.851,1485.802
GALAXY,STARFORMING,133.8292,463.1262,1859.106,963.9767
GALAXY,STARBURST,2545.94,2119.171,6880.708,1973.572
GALAXY,STARFORMING,94.55556,372.8835,1509.113,679.321
GALAXY,STARBURST,566.336,861.8557,4598.079,2705.238
GALAXY,BROADLINE,36.99346,10.91079,68.18913,113.5914
GALAXY,BROADLINE,53.58146,22.95357,56.2981,40.57557
GALAXY,STARBURST,247.0402,1582.393,7996.467,4117.781
GALAXY,BROADLINE,135.2912,57.726,237.143,336.6105
GALAXY,,42.22772,16.25607,54.5818,82.36179
GALAXY,BROADLINE,43.25731,26.38503,90.65086,158.0336
GALAXY,BROADLINE,62.43847,42.63531,100.1087,42.28916
GALAXY,BROADLINE,65.8896,23.19516,100.9587,90.1386
GALAXY,BROADLINE,99.03506,57.94275,204.099,210.8851
GALAXY,STARFORMING,197.1484,606.4586,2657.308,1498.476
GALAXY,BROADLINE,126.1264,84.05665,261.1629,277.2377
GALAXY,BROADLINE,35.53726,25.52647,71.53404,81.15689
GALAXY,,4.139442,12.97631,16.6561,3.106302
GALAXY,,42.5843,7.437998,30.99731,79.95774
GALAXY,STARFORMING,188.8738,714.2568,2941.749,1396.806
GALAXY,,70.17162,25.97648,100.5891,112.4188
GALAXY,STARFORMING,75.94299,116.3211,427.9624,450.9983
GALAXY,,87.94145,44.57708,164.4708,200.7354
GALAXY,AGN BROADLINE,38.35308,60.05848,231.2171,146.5686
GALAXY,AGN,174.6235,106.744,311.126,350.9389
GALAXY,AGN BROADLINE,192.1974,86.73584,286.011,479.9214
GALAXY,STARFORMING,199.067,393.5485,3194.226,2337.173
GALAXY,BROADLINE,173.9918,102.1133,341.7569,445.0172
GALAXY,BROADLINE,394.5013,177.2161,455.2635,753.4088
GALAXY,STARBURST,7762.544,2775.854,9702.91,1268.215
GALAXY,BROADLINE,51.7423,21.7062,80.52386,105.8059
GALAXY,BROADLINE,77.78214,59.72147,163.2284,228.3826
GALAXY,,14.07871,4.420877,12.39292,10.52662
GALAXY,STARBURST,12757.19,4823.73,20424.81,3189.435
GALAXY,STARBURST,353.1846,1557.926,6284.626,2105.32
GALAXY,STARFORMING,80.1971,122.0768,531.1644,375.2393
GALAXY,BROADLINE,174.8474,104.2096,304.2175,462.9719
GALAXY,STARFORMING,27.152,127.6107,753.3354,250.0941
GALAXY,,45.21054,31.1944,65.02149,56.60296
GALAXY,BROADLINE,551.5575,65.65705,178.5125,269.7785
GALAXY,,35.71573,11.38019,6.66925,1.66408
GALAXY,BROADLINE,33.14077,30.62161,70.38925,99.2342
GALAXY,AGN,352.094,88.3691,347.8398,406.735
GALAXY,STARFORMING,260.0429,175.2333,608.4916,316.27
GALAXY,,24.23046,10.69581,27.9698,19.14927
GALAXY,STARBURST,537.8494,417.3955,1508.548,311.7314
GALAXY,BROADLINE,63.84546,19.9637,91.18139,125.0013
GALAXY,,72.35931,43.28411,142.2006,150.7067
GALAXY,,33.39258,16.9528,19.30072,32.63204
GALAXY,STARBURST,2058.328,1521.05,6011.126,2319.284
GALAXY,STARFORMING,295.3614,258.3612,1040.686,607.0221
GALAXY,STARFORMING,732.6837,868.057,4306.438,2228.227
GALAXY,STARFORMING,434.2856,760.5303,3193.848,2127.768
GALAXY,AGN,869.8339,293.9069,1650.313,1309.402
GALAXY,BROADLINE,84.13834,16.02848,67.07063,83.48338
GALAXY,BROADLINE,7.564503,6.213796,26.42157,3.964646
GALAXY,,54.52755,18.52257,131.002,157.0392
GALAXY,STARBURST,293.0093,846.2684,4716.096,1782.938
GALAXY,BROADLINE,176.9746,186.7225,539.1073,623.8286
GALAXY,,77.06445,88.41161,205.0261,129.2893
GALAXY,AGN,8954.299,371.9298,1419.468,1863.039
GALAXY,,24.27191,16.58217,60.87798,66.08792
GALAXY,AGN BROADLINE,74.52492,101.1698,257.6749,157.1478
GALAXY,,5.178879,11.61411,30.20536,35.19893
GALAXY,BROADLINE,52.40072,25.63483,83.1479,113.3515
GALAXY,STARBURST,740.4637,1440.234,5141.542,1676.39
GALAXY,AGN,1141.63,363.054,1631.415,1467.988
GALAXY,BROADLINE,175.1025,61.13279,238.3244,237.5007
GALAXY,,23.7075,9.702273,31.1322,25.62858
GALAXY,,33.74227,10.44463,112.5345,169.5915
GALAXY,,25.45383,13.22276,27.65566,27.37249
GALAXY,STARFORMING,61.01204,145.8181,838.1998,427.5466
GALAXY,BROADLINE,58.33831,43.47738,221.9768,271.472
GALAXY,BROADLINE,78.39893,45.66092,135.2715,155.3322
GALAXY,,41.32367,16.28276,38.42644,23.89125
GALAXY,,50.91447,34.54463,85.2169,51.62276
GALAXY,STARFORMING,66.44958,318.4162,1335.11,755.6008
GALAXY,,31.22635,13.56956,44.98988,55.55364
GALAXY,BROADLINE,42.83102,15.71654,125.415,154.1326
GALAXY,,36.73412,30.8785,73.85098,63.01601
GALAXY,STARFORMING,204.2914,647.4868,2550.603,895.5151
GALAXY,STARFORMING,475.681,265.1546,925.1013,377.6988
GALAXY,,14.84751,4.668166,24.46165,24.86208
GALAXY,,33.73574,22.96481,21.97038,33.2008
GALAXY,AGN,75.39825,42.48955,122.146,195.7638
GALAXY,,42.56561,18.9082,60.24746,59.3276
GALAXY,STARFORMING,354.336,432.2445,1476.273,691.6788
GALAXY,BROADLINE,29.34442,23.73733,75.15179,82.91508
GALAXY,BROADLINE,71.25865,34.26854,142.4966,182.8754
GALAXY,BROADLINE,95.70547,44.00045,140.2651,210.8182
GALAXY,STARBURST,222.7896,1476.43,8538.777,4206.496
GALAXY,,32.8299,50.21391,86.30019,27.62869
GALAXY,BROADLINE,179.4148,66.13549,195.8789,322.5274
GALAXY,STARBURST,961.3674,2898.773,12253.38,5967.541
GALAXY,AGN BROADLINE,334.4578,176.8472,523.3359,561.2432
GALAXY,STARBURST,701.6871,972.806,5269.707,2822.474
GALAXY,,11.58948,1.242115,43.45701,39.99384
GALAXY,BROADLINE,135.2268,47.25696,184.0137,268.2448
GALAXY,BROADLINE,138.4888,78.98495,246.9916,407.1001
GALAXY,AGN,55.42394,45.51037,201.9977,215.6467
GALAXY,,108.1977,34.62236,96.07217,110.3136
GALAXY,STARFORMING,576.6367,751.2755,2943.388,1401.705
GALAXY,AGN,9336.208,1166.072,4811.205,4796.921
GALAXY,BROADLINE,10.27084,21.78465,31.44661,9.987794
GALAXY,BROADLINE,149.9247,39.00036,139.3749,213.5324
GALAXY,,76.7613,28.14539,100.7719,102.1369
GALAXY,BROADLINE,92.52153,56.26249,134.8918,176.9046
GALAXY,,107.4728,43.2746,127.6867,215.4343
GALAXY,,63.93896,31.11802,117.9445,103.2221
GALAXY,BROADLINE,126.5477,62.01491,169.6946,178.4844
GALAXY,BROADLINE,33.12116,8.643928,69.29177,103.3222
GALAXY,BROADLINE,161.9444,73.57055,220.337,279.7395
GALAXY,,10.70297,45.38665,75.81604,64.12659
GALAXY,AGN,68.40302,64.6038,203.0081,214.1346
GALAXY,,139.9005,21.01937,96.44607,179.2159
GALAXY,,82.65105,35.82973,86.44247,117.0357
GALAXY,,60.98762,30.72988,66.3187,92.53404
GALAXY,,52.92944,39.41138,66.66611,75.40034
GALAXY,STARFORMING,96.24347,159.8145,794.5302,528.73
GALAXY,BROADLINE,50.58302,20.28295,60.46059,54.2353
GALAXY,AGN,492.7523,324.2289,1213.585,1171.253
GALAXY,BROADLINE,154.5978,68.47856,198.6793,162.8001
GALAXY,AGN BROADLINE,164.9912,168.9137,705.3979,734.1726
GALAXY,AGN,8873.91,741.5242,3111.597,2927.182
GALAXY,,11.54044,6.383921,58.62571,13.84454
GALAXY,AGN BROADLINE,420.3771,237.7278,808.337,1892.011
GALAXY,BROADLINE,12.99721,5.705259,20.34012,17.39952
GALAXY,BROADLINE,37.48385,312.3564,1358.182,431.2424
GALAXY,BROADLINE,9.38171,16.53833,25.13508,15.31474
GALAXY,,9.174271,16.85705,27.58643,6.602952
GALAXY,AGN,314.1724,170.7805,741.147,595.6086
GALAXY,BROADLINE,40.51833,23.6398,131.3323,98.23698
GALAXY,BROADLINE,125.9587,52.81524,103.5563,131.3352
GALAXY,STARBURST,2892.2,2002.187,8577.315,2390.671
GALAXY,BROADLINE,26.48634,11.65779,19.9424,11.54317
GALAXY,BROADLINE,47.56027,46.39805,116.3672,126.2191
GALAXY,,44.52425,32.70048,77.25589,82.83969
GALAXY,,31.04815,31.11597,47.52987,46.14433
GALAXY,,14.81881,4.673669,16.34261,18.59105
GALAXY,BROADLINE,106.2565,34.18404,125.3891,195.3896
GALAXY,BROADLINE,41.98001,16.19022,68.88326,120.4316
GALAXY,BROADLINE,86.96863,62.0535,372.817,406.1706
GALAXY,STARBURST,584.3412,963.6081,3773.98,1152.682
GALAXY,BROADLINE,117.381,64.63816,265.0763,399.5326
GALAXY,,48.73577,34.57912,70.97513,73.57947
GALAXY,,62.12294,23.39436,91.75168,118.0117
GALAXY,BROADLINE,34.70438,28.02844,72.12402,41.87868
GALAXY,,8.176196,14.7686,34.84415,6.548896
GALAXY,,18.08591,1.766991,14.48963,20.88205
GALAXY,BROADLINE,30.93767,21.10448,53.98677,64.37
GALAXY,STARFORMING,27.50988,163.4442,783.5665,241.2939
GALAXY,AGN,97.33463,91.89371,415.9179,423.598
GALAXY,AGN,7779.582,1431.115,6739.811,6227.765
GALAXY,STARFORMING,39.28075,94.12143,650.0021,287.2296
GALAXY,AGN,1802.648,629.8487,2483.975,1633.201
GALAXY,STARFORMING,70.26254,201.9345,854.0805,405.7342
GALAXY,STARFORMING,47.88549,382.542,1360.418,860.1495
GALAXY,,26.15786,30.04779,119.4417,14.26402
GALAXY,BROADLINE,163.7771,73.39268,282.2922,495.9596
GALAXY,,145.0347,55.69787,253.9137,190.2814
GALAXY,BROADLINE,44.01133,24.42568,110.1862,173.6487
GALAXY,STARFORMING,59.03924,149.9664,648.8548,354.0648
GALAXY,AGN,583.4297,338.0573,1279.977,1083.899
GALAXY,BROADLINE,49.7016,124.7513,648.4594,355.0991
GALAXY,BROADLINE,14.7751,15.00265,21.93906,8.392172
GALAXY,AGN BROADLINE,77.76506,118.1479,428.0041,480.6919
GALAXY,,26.69642,24.38755,52.89951,51.49598
GALAXY,STARFORMING,101.1132,178.3177,750.1812,444.3834
GALAXY,STARFORMING,1355.455,811.5004,2749.054,568.36
GALAXY,BROADLINE,102.5569,33.28389,96.28723,93.54967
GALAXY,BROADLINE,146.4873,65.13222,182.1016,190.237
GALAXY,,90.28316,73.25039,175.6071,183.9544
GALAXY,BROADLINE,182.1907,36.86814,108.2877,80.96869
GALAXY,,97.32636,27.14249,72.60444,44.01093
GALAXY,STARBURST,1971.623,2298.977,9020.701,3308.57
GALAXY,AGN,2246.079,609.4386,2984.619,2356.225
GALAXY,BROADLINE,26.79582,79.34507,162.5443,127.6479
GALAXY,BROADLINE,189.8469,92.60195,302.042,342.1635
GALAXY,,21.19442,31.17734,81.31097,86.65967
GALAXY,BROADLINE,106.757,63.33828,226.066,352.0308
GALAXY,AGN,277.4959,90.22186,351.6455,326.3254
GALAXY,BROADLINE,98.09519,32.13317,88.84267,111.2692
GALAXY,BROADLINE,51.62314,11.85592,51.85936,61.97225
GALAXY,BROADLINE,58.49097,27.47161,91.96573,79.13871
GALAXY,AGN,1623.991,184.8906,777.0163,859.6522
GALAXY,,58.59179,26.77557,61.71312,52.51645
GALAXY,STARFORMING,67.95773,270.3214,1119.849,419.0205
GALAXY,BROADLINE,18.58572,31.51543,95.02374,80.13768
